"","Year","Area","Street","Street.2"
"1768",2011,"Dudley","High  St  Stourbridge","High St Stourbridge"
"1769",2011,"Dudley","high  st  stourbridge","high st stourbridge"
"1770",2011,"Dudley","high  st  stourbridge","high st stourbridge"
"1771",2011,"Dudley","high  st  stourbridge","high st stourbridge"
"1772",2011,"Dudley"," High  St   Dudley"," High St, Dudley"
"1773",2011,"Dudley"," High  St   Sedgely"," High St, Sedgely"
"1774",2011,"Dudley"," High  St   Stourbridge"," High St, Stourbridge"
"1775",2011,"Dudley"," High  St   Stourbridge"," High St, Stourbridge"
"1776",2011,"Dudley"," High  St   Stourbridge"," High St, Stourbridge"
"1777",2011,"Dudley"," High  St   Stourbridge"," High St, Stourbridge"
"1778",2011,"Dudley"," High  St   Stourbridge"," High St, Stourbridge"
"1779",2011,"Dudley","High  Street","High Street"
"1780",2011,"Dudley","High  Street","High Street"
"1781",2011,"Dudley","High  Street","High Street"
"1782",2011,"Dudley"," High  Street     Brierley  Hill"," High Street , Brierley Hill"
"1783",2011,"Dudley","High  Street  BlackHeath","High Street BlackHeath"
"1784",2011,"Dudley","High  Street  quarry  bank","High Street quarry bank"
"1785",2011,"Dudley","high  street  stourbridge","high street stourbridge"
"1786",2011,"Dudley","High  Street  Stourbridge","High Street Stourbridge"
"1787",2011,"Dudley","High  Street  Stourbridge","High Street Stourbridge"
"1788",2011,"Dudley","High  Street  Stourbridge ","High Street Stourbridge."
"1789",2011,"Dudley","High  Street  West  Bromwich","High Street West Bromwich"
"1790",2011,"Dudley"," High  Street   Amblecote"," High Street, Amblecote"
"1791",2011,"Dudley"," High  Street   Smethwick"," High Street, Smethwick"
"1792",2011,"Dudley"," High  Street   Stourbridge"," High Street, Stourbridge"
"1793",2011,"Dudley"," high  Street   Stourbridge"," high Street, Stourbridge"
"1794",2011,"Dudley"," High  Street   Stourbridge"," High Street, Stourbridge"
"1795",2011,"Dudley"," high  Street   Stourbridge"," high Street, Stourbridge"
"1796",2011,"Dudley"," High  Street   Stourbridge"," High Street, Stourbridge"
"1797",2011,"Dudley"," High  Street   Stourbridge"," High Street, Stourbridge"
"1798",2011,"Dudley"," High  Street   Stourbridge"," High Street, Stourbridge"
"1799",2011,"Dudley"," High  Street   Stourbridge"," High Street, Stourbridge"
"1800",2011,"Dudley"," High  Street Halesowen"," High Street,Halesowen"
"1801",2011,"Dudley"," High  View  St   Dudley"," High View St, Dudley"
"1802",2011,"Dudley"," Hilly  lane   Halesowen"," Hilly lane, Halesowen"
"1803",2011,"Dudley"," Himley  Road Gornal"," Himley Road,Gornal"
"1804",2011,"Dudley","Home  address","Home address"
"1805",2011,"Dudley","Hope  Tavern  Netherton","Hope Tavern Netherton"
"1806",2011,"Dudley"," Hurst  Rd   Oldbury"," Hurst Rd, Oldbury"
"1807",2011,"Dudley"," Jackson  Street   Lye"," Jackson Street, Lye"
"1808",2011,"Dudley"," KFC   Merry  Hill  Centre   Dudley"," KFC, Merry Hill Centre. Dudley"
"1809",2011,"Dudley","King  St  Dudley","King St Dudley"
"1810",2011,"Dudley"," Kingsley  Road Netherton"," Kingsley Road,Netherton"
"1811",2011,"Dudley","Larel  Lane  Halesowen","Larel Lane Halesowen"
"1812",2011,"Dudley"," Little  Barrel  PH   Dudley"," Little Barrel PH, Dudley"
"1813",2011,"Dudley","Lloyds  bar  Stourbridge","Lloyds bar Stourbridge"
"1814",2011,"Dudley"," Long  Lane   Halesowen"," Long Lane, Halesowen"
"1815",2011,"Dudley"," Lower  Derry    Street   Brierley  Hill"," Lower Derry  Street, Brierley Hill"
"1816",2011,"Dudley"," Lower  High  Street   Stourbridge"," Lower High Street, Stourbridge"
"1817",2011,"Dudley","Lupin  Road","Lupin Road"
"1818",2011,"Dudley","Lye  high  St","Lye high St"
"1819",2011,"Dudley","market  street  kingswinford","market street kingswinford"
"1820",2011,"Dudley"," Market  Street   Knigswinford "," Market Street, Knigswinford."
"1821",2011,"Dudley"," Market  Street   Stourbridge"," Market Street, Stourbridge"
"1822",2011,"Dudley"," Market  Street   Stourbridge"," Market Street, Stourbridge"
"1823",2011,"Dudley"," Market  Street Kingswinford"," Market Street,Kingswinford"
"1824",2011,"Dudley","Marriot  Road","Marriot Road"
"1825",2011,"Dudley","Marriot  Road","Marriot Road"
"1826",2011,"Dudley","Mary  Stevens  Park","Mary Stevens Park"
"1827",2011,"Dudley","Maybrook  House  car  park  Halesowen","Maybrook House car park Halesowen"
"1828",2011,"Dudley"," Meadowfields  Close   Wordsley"," Meadowfields Close, Wordsley"
"1829",2011,"Dudley"," Merryhill  Centre   Brierley  Hill"," Merryhill Centre, Brierley Hill"
"1830",2011,"Dudley"," Mill  Street Sedgley"," Mill Street,Sedgley"
"1831",2011,"Dudley"," Mill  Street Sedgley"," Mill Street,Sedgley"
"1832",2011,"Dudley","Moore  Street","Moore Street"
"1833",2011,"Dudley"," New  Rd   Dudley"," New Rd, Dudley"
"1834",2011,"Dudley","New  Road  Stourbridge","New Road Stourbridge"
"1835",2011,"Dudley","New  Street  Dudley","New Street Dudley"
"1836",2011,"Dudley"," Odeon  Cinema     Merry  hill"," Odeon Cinema , Merry hill"
"1837",2011,"Dudley"," Odeon  Cinema     Merry  hill"," Odeon Cinema , Merry hill"
"1838",2011,"Dudley","outside  santander  high  street  stourbridge","outside santander high street stourbridge"
"1839",2011,"Dudley","Park  Road  Wrens  Nest","Park Road Wrens Nest"
"1840",2011,"Dudley","Playground  at  Priory  Primary  School","Playground at Priory Primary School"
"1841",2011,"Dudley"," Princess  Road   Old  Hill"," Princess Road, Old Hill"
"1842",2011,"Dudley"," Priory  Street Dudley"," Priory Street,Dudley"
"1843",2011,"Dudley","RHH","RHH"
"1844",2011,"Dudley"," Ring  Road       Stourbridge "," Ring Road ,  Stourbridge."
"1845",2011,"Dudley"," Ring  Road   Stourbridge"," Ring Road, Stourbridge"
"1846",2011,"Dudley"," Rookery  Park   Pensnett"," Rookery Park, Pensnett"
"1847",2011,"Dudley","salop  street","salop street"
"1848",2011,"Dudley","salop  street","salop street"
"1849",2011,"Dudley","Sedgley  Bullring","Sedgley Bullring"
"1850",2011,"Dudley","Sedgley  Conservative  Club","Sedgley Conservative Club"
"1851",2011,"Dudley","Sedgley  Conservative  club","Sedgley Conservative club"
"1852",2011,"Dudley","short  st","short st"
"1853",2011,"Dudley"," South  Road Stourbridge"," South Road,Stourbridge"
"1854",2011,"Dudley","Stourbridge","Stourbridge"
"1855",2011,"Dudley","Stourbridge  High  St","Stourbridge High St"
"1856",2011,"Dudley","Stourbridge  High  Street","Stourbridge High Street"
"1857",2011,"Dudley","Stourbridge  High  Street","Stourbridge High Street"
"1858",2011,"Dudley","stourbridge  high  street","stourbridge high street"
"1859",2011,"Dudley","Stourbridge  Junction   ","Stourbridge Junction ."
"1860",2011,"Dudley","Stourbridge  PS  Front  Office","Stourbridge PS Front Office"
"1861",2011,"Dudley","stourbridge  rd  holly  hall","stourbridge rd holly hall"
"1862",2011,"Dudley"," Stourbridge  Rd   Lye"," Stourbridge Rd, Lye"
"1863",2011,"Dudley"," Stourbridge  Road   Brierley  Hill"," Stourbridge Road, Brierley Hill"
"1864",2011,"Dudley"," Stourbridge  road   Brierley  Hill"," Stourbridge road, Brierley Hill"
"1865",2011,"Dudley","Stourbridge  Road ","Stourbridge Road."
"1866",2011,"Dudley","Tesco  express  amblecote  stourbridge","Tesco express amblecote stourbridge"
"1867",2011,"Dudley"," The  Swan  Public  House   Kingswinford"," The Swan Public House, Kingswinford"
"1868",2011,"Dudley"," Tower  Street   Dudley"," Tower Street, Dudley"
"1869",2011,"Dudley"," Victoria  Street   Stoubridge"," Victoria Street, Stoubridge"
"1870",2011,"Dudley"," Ward  B3   RHH"," Ward B3, RHH"
"1871",2011,"Dudley"," windmill  end   Dudley"," windmill end, Dudley"
"1872",2011,"Dudley","Windmill  Lane    Cape  Hill","Windmill Lane  Cape Hill"
"1873",2011,"Dudley","wolverhampton  street  dudley","wolverhampton street dudley"
"1874",2011,"Dudley"," Wolverhampton  Street   Dudley"," Wolverhampton Street, Dudley"
"1875",2011,"Dudley"," Wolverhampton  Street   Dudley"," Wolverhampton Street, Dudley"
"1876",2011,"Dudley","Worcester  Street  Stourbridge","Worcester Street Stourbridge"
"1877",2011,"Dudley"," W'ton  Street   Dudley"," W'ton Street, Dudley"
"1878",2011,"Dudley"," W'ton  Street   Dudley"," W'ton Street, Dudley"
"1879",2011,"Solihull","A E  Soliohull  Hospital","A+E Soliohull Hospital"
"1880",2011,"Solihull","Airport","Airport"
"1881",2011,"Solihull"," Ash  Crescent   Chelmsley  Wood"," Ash Crescent, Chelmsley Wood"
"1882",2011,"Solihull","Assembly  Rooms","Assembly Rooms"
"1883",2011,"Solihull","Auckland  Drive","Auckland Drive"
"1884",2011,"Solihull","Auckland  Drive","Auckland Drive"
"1885",2011,"Solihull","Auckland  Drive","Auckland Drive"
"1886",2011,"Solihull","Auckland  Drive","Auckland Drive"
"1887",2011,"Solihull"," Auckland  Drive   C  Wood"," Auckland Drive, C Wood"
"1888",2011,"Solihull"," Auckland  Drive   Chelmsley  Wood  Solihull"," Auckland Drive, Chelmsley Wood Solihull"
"1889",2011,"Solihull","Bham  Airport","Bham Airport"
"1890",2011,"Solihull","Bham  Int  train  station","Bham Int train station"
"1891",2011,"Solihull","Bham  International  Train  Station","Bham International Train Station"
"1892",2011,"Solihull","Birmingham  Airport","Birmingham Airport"
"1893",2011,"Solihull"," Blair  Grove   Chelmsley  Wood   Birmingham "," Blair Grove ,Chelmsley Wood ,Birmingham."
"1894",2011,"Solihull"," brackleys  way   Solihull"," brackleys way, Solihull"
"1895",2011,"Solihull","Brickhill  Dr","Brickhill Dr"
"1896",2011,"Solihull"," Broad  Street     OS  gatecrasher"," Broad Street,  OS gatecrasher"
"1897",2011,"Solihull"," By  st  Alphedge  Church   Solihull"," By st Alphedge Church, Solihull"
"1898",2011,"Solihull","Carpark  Marston  Green  Tavern","Carpark Marston Green Tavern"
"1899",2011,"Solihull"," chelmsley  rd   chelmsley  wood"," chelmsley rd, chelmsley wood"
"1900",2011,"Solihull"," chelmsley  rd   chelmsley  wood"," chelmsley rd, chelmsley wood"
"1901",2011,"Solihull","Church  close","Church close"
"1902",2011,"Solihull"," clock  public  house   clock  lane"," clock public house, clock lane"
"1903",2011,"Solihull","Colebrook  Road","Colebrook Road"
"1904",2011,"Solihull","Colebrook  Road","Colebrook Road"
"1905",2011,"Solihull"," Copt  heath  Drive   Knowle"," Copt heath Drive, Knowle"
"1906",2011,"Solihull","Danford  Lane","Danford Lane"
"1907",2011,"Solihull"," Dunton  Hall  Road   Shirley"," Dunton Hall Road, Shirley"
"1908",2011,"Solihull"," Foleshill  Road   Coventry"," Foleshill Road, Coventry"
"1909",2011,"Solihull","Forth  Drive","Forth Drive"
"1910",2011,"Solihull","Fox  Hollies  Road","Fox Hollies Road"
"1911",2011,"Solihull","Foyer  of  ETAP  Hotel  BHX","Foyer of ETAP Hotel BHX"
"1912",2011,"Solihull"," Grandys  Drive   Chelmsley  Wood"," Grandys Drive, Chelmsley Wood"
"1913",2011,"Solihull","Green  Lane","Green Lane"
"1914",2011,"Solihull","Greenwood  Shopping  Centre","Greenwood Shopping Centre"
"1915",2011,"Solihull","Greswold  Hotel","Greswold Hotel"
"1916",2011,"Solihull","halifax  road ","halifax road."
"1917",2011,"Solihull","Helmswood  Drive","Helmswood Drive"
"1918",2011,"Solihull","Helmswood  Drive","Helmswood Drive"
"1919",2011,"Solihull","Helmswood  Drive","Helmswood Drive"
"1920",2011,"Solihull","High  St","High St"
"1921",2011,"Solihull","High  St","High St"
"1922",2011,"Solihull"," High  St   Solihull "," High St ,Solihull."
"1923",2011,"Solihull","High  St  Solihull","High St Solihull"
"1924",2011,"Solihull","high  st  solihull","high st solihull"
"1925",2011,"Solihull"," High  St   Town  Centre  Solihull"," High St, Town Centre Solihull"
"1926",2011,"Solihull","High  Street","High Street"
"1927",2011,"Solihull","High  Street","High Street"
"1928",2011,"Solihull","High  Street","High Street"
"1929",2011,"Solihull","High  Street","High Street"
"1930",2011,"Solihull","High  Street","High Street"
"1931",2011,"Solihull","High  Street","High Street"
"1932",2011,"Solihull","High  Street","High Street"
"1933",2011,"Solihull"," High  Street   Solihull "," High Street ,Solihull."
"1934",2011,"Solihull"," High  Street   Solihull "," High Street ,Solihull."
"1935",2011,"Solihull","High  Street  Solihull","High Street Solihull"
"1936",2011,"Solihull","High  Street  Solihull","High Street Solihull"
"1937",2011,"Solihull","high  street  solihull","high street solihull"
"1938",2011,"Solihull"," High  Street   Solihull"," High Street, Solihull"
"1939",2011,"Solihull"," High  Street   Solihull"," High Street, Solihull"
"1940",2011,"Solihull"," High  Street   Solihull  Town  Centre"," High Street, Solihull Town Centre"
"1941",2011,"Solihull"," High  Street   solihull   West  mids"," High Street, solihull, West mids"
"1942",2011,"Solihull","Highfield  Roa  Washwood  Heath  Birmingham","Highfield Roa Washwood Heath Birmingham"
"1943",2011,"Solihull"," Hillfield  Park   Solihull"," Hillfield Park, Solihull"
"1944",2011,"Solihull"," Hobsmoat  road   Solihull"," Hobsmoat road, Solihull"
"1945",2011,"Solihull","Hoggarts  Hotel  Dorridge","Hoggarts Hotel Dorridge"
"1946",2011,"Solihull","Kingfisher  Drive  Smithswood","Kingfisher Drive Smithswood"
"1947",2011,"Solihull"," KITTS  GREEN  RD   KITTS  GREEN   BHAM"," KITTS GREEN RD, KITTS GREEN, BHAM"
"1948",2011,"Solihull","Kitts  Green  Road ","Kitts Green Road."
"1949",2011,"Solihull","Laburnam  Avenue","Laburnam Avenue"
"1950",2011,"Solihull","LG  Arena","LG Arena"
"1951",2011,"Solihull","lg  arena     nec  complex","lg arena . nec complex"
"1952",2011,"Solihull","LG  Arena  NEC","LG Arena NEC"
"1953",2011,"Solihull","LG  Arena   NEC  complex","LG Arena. NEC complex"
"1954",2011,"Solihull","Lode  Lane","Lode Lane"
"1955",2011,"Solihull","Lode  Lane","Lode Lane"
"1956",2011,"Solihull","Lodge  Road","Lodge Road"
"1957",2011,"Solihull","Manor  Walk  Solihull","Manor Walk Solihull"
"1958",2011,"Solihull","Marlene  Croft","Marlene Croft"
"1959",2011,"Solihull","McDonalds","McDonalds"
"1960",2011,"Solihull","Mill  Lane","Mill Lane"
"1961",2011,"Solihull"," Mill  Lane   Solihull"," Mill Lane, Solihull"
"1962",2011,"Solihull","Moordane  Avenue","Moordane Avenue"
"1963",2011,"Solihull","Moorend  Avenue  opposite  Wiilow  Avenue  Solihull","Moorend Avenue opposite Wiilow Avenue Solihull"
"1964",2011,"Solihull","O/S  Avaon  Croft  House  Wincester  Drive","O/S Avaon Croft House Wincester Drive"
"1965",2011,"Solihull","O/S  Departure  terminal    Birmingham  International  Airport  Solihull","O/S Departure terminal  Birmingham International Airport Solihull"
"1966",2011,"Solihull","O/S  Grrenwood  P H  Helmswood  Drive  Chelmsley  Wood  Solihull","O/S Grrenwood P.H Helmswood Drive Chelmsley Wood Solihull"
"1967",2011,"Solihull","o/s  Loft  nightclub  High  St  Solihull","o/s Loft nightclub High St Solihull"
"1968",2011,"Solihull","O/S  Mill  Labe  entrance  to  Touchwood  shopping  centre","O/S Mill Labe entrance to Touchwood shopping centre"
"1969",2011,"Solihull","o/s  Red  Lion  Earlswood","o/s Red Lion Earlswood"
"1970",2011,"Solihull"," O/S  Rosies   High  St  Solihull"," O/S Rosies, High St Solihull"
"1971",2011,"Solihull"," o/sThe  Loft   Solihull"," o/sThe Loft, Solihull"
"1972",2011,"Solihull","O S  Coach  house  P H  Herbert  Road  Solihull  west  Midlands","O?S Coach house P>H Herbert Road Solihull west Midlands"
"1973",2011,"Solihull","O'Neills  Poplar  rd  Solihull","O'Neills Poplar rd Solihull"
"1974",2011,"Solihull"," OS  assembly  rooms     Poplar  Road"," OS assembly rooms , Poplar Road"
"1975",2011,"Solihull"," OS  LG  Arena   NEC  complex"," OS LG Arena, NEC complex"
"1976",2011,"Solihull","OS  LG  Arena/  NEC  complex","OS LG Arena/ NEC complex"
"1977",2011,"Solihull"," Outside  the  Clock  PH   Clock  Lane"," Outside the Clock PH, Clock Lane"
"1978",2011,"Solihull","Outside  White  Swan  Station  Road  Solihull","Outside White Swan Station Road Solihull"
"1979",2011,"Solihull","Park  in  bell  lane ","Park in bell lane`"
"1980",2011,"Solihull","Parkdale  Road  Sheldon","Parkdale Road Sheldon"
"1981",2011,"Solihull","Poplar  Rd   Solihull","Poplar Rd. Solihull"
"1982",2011,"Solihull","Poplar  road","Poplar road"
"1983",2011,"Solihull","poplar  road","poplar road"
"1984",2011,"Solihull","poplar  Road","poplar Road"
"1985",2011,"Solihull","Poplar  Road","Poplar Road"
"1986",2011,"Solihull","Poplar  Road","Poplar Road"
"1987",2011,"Solihull","Poplar  Road","Poplar Road"
"1988",2011,"Solihull","Poplar  Road","Poplar Road"
"1989",2011,"Solihull","poplar  Road","poplar Road"
"1990",2011,"Solihull","Poplar  Road","Poplar Road"
"1991",2011,"Solihull","Poplar  Road","Poplar Road"
"1992",2011,"Solihull","Poplar  Road","Poplar Road"
"1993",2011,"Solihull","Poplar  Road","Poplar Road"
"1994",2011,"Solihull","Poplar  Road","Poplar Road"
"1995",2011,"Solihull","Poplar  Road","Poplar Road"
"1996",2011,"Solihull"," Poplar  Road  Solihull   West  Midlands"," Poplar Road Solihull, West Midlands"
"1997",2011,"Solihull"," Poplar  road   Solihull"," Poplar road, Solihull"
"1998",2011,"Solihull"," Poplar  Road   Solihull"," Poplar Road, Solihull"
"1999",2011,"Solihull"," Poplar  Road   Solihull"," Poplar Road, Solihull"
"2000",2011,"Solihull"," poplar  Road   Solihull"," poplar Road, Solihull"
"2001",2011,"Solihull"," Poplar  road   Solihull"," Poplar road, Solihull"
"2002",2011,"Solihull"," Poplar  road   Solihull"," Poplar road, Solihull"
"2003",2011,"Solihull"," Poplar  road   Solihull"," Poplar road, Solihull"
"2004",2011,"Solihull"," Poplar  Road   Solihull"," Poplar Road, Solihull"
"2005",2011,"Solihull"," poplar  road   solihull"," poplar road, solihull"
"2006",2011,"Solihull","poplar  way  solihull","poplar way solihull"
